Song_popularity,Artist_popularity,Duration,Bars_confidence,Bars_start,Beats_confidence,Beats_start,End_of_fade_in,Familiarity,Key,Key_confidence,Loudness,Mode,Mode_confidence,Start_of_fade_out,Tatums_confidence,Tatums_start,Tempo,Terms_freq,Time_signature,Time_signature_confidence,Genre
0.20283199999999998,0.191194,254.85016000000002,0.035,0.75097,1.0,0.40275,0.0,0.324129,9.0,0.5579999999999999,-17.604,1.0,0.527,251.362,0.484,0.40275,174.96,0.998375,4.0,0.08900000000000001,rock
0.203009,0.36237199999999997,78.75873,0.762,0.49451999999999996,0.762,0.49451999999999996,0.0,0.48116400000000004,4.0,0.6940000000000001,-6.893,1.0,0.46799999999999997,75.233,0.425,0.33713000000000004,186.50099999999998,0.8828809999999999,1.0,0.075,pop
0.20371199999999998,0.38049499999999997,179.64363,0.705,0.14845,0.705,0.14845,0.08800000000000001,0.50836,4.0,0.069,-4.672,0.0,0.266,169.99900000000002,1.0,0.14845,83.689,1.0,1.0,1.0,pop
0.203915,0.232438,362.68363,0.047,3.88712,0.47100000000000003,0.28639000000000003,0.0,0.49663,11.0,0.7909999999999999,-4.577,0.0,0.61,351.66,0.799,0.04562,124.05,0.902681,4.0,0.29600000000000004,pop
0.20488299999999998,0.293011,348.36852999999996,0.008,0.39123,0.701,0.39123,0.125,0.282168,5.0,0.49700000000000005,-8.665,0.0,0.46,331.99300000000005,1.0,0.12302,111.465,0.9776530000000001,4.0,0.521,country
0.205175,0.252268,282.3571,0.019,0.25682,0.0,0.25682,1.036,0.302489,5.0,0.247,-15.189,1.0,0.315,277.04900000000004,0.377,0.09329,179.803,1.0,4.0,0.0,classical
0.205921,0.19553199999999998,257.82812,0.336,0.35019,0.887,0.35019,0.29600000000000004,0.319868,7.0,0.523,-6.479,1.0,0.608,248.97,0.5329999999999999,0.08862,115.01799999999999,1.0,3.0,0.175,blues
0.20639699999999997,0.338104,228.80607999999998,0.002,0.3736,0.716,0.3736,2.4730000000000003,0.596642,11.0,0.568,-118.24531999999999,-6.0360000000000005,0.0,0.519,228.80599999999998,0.45399999999999996,0.20154,86.844,0.981716,4.0,rock
0.206551,0.290513,515.65669,0.414,1.3195299999999999,0.763,0.4596,0.0,0.471929,7.0,0.73,-7.785,1.0,0.737,509.103,1.0,0.24424,140.02100000000002,1.0,3.0,0.174,hip-hop
0.207762,0.405597,240.22159,0.001,1.03891,0.84,0.49054,5.811,0.420717,9.0,0.816,-6.691,1.0,0.569,231.00400000000002,0.084,0.21636,112.958,0.925544,4.0,0.024,rock
0.208472,0.307084,201.82159,0.009000000000000001,1.06913,1.0,0.5899300000000001,2.525,0.431622,9.0,0.006,-9.926,0.0,0.24100000000000002,195.878,0.6779999999999999,0.5899300000000001,125.01299999999999,0.9873370000000001,4.0,0.978,blues
0.210317,0.405597,235.91137999999998,0.141,1.67895,1.0,0.47323999999999994,0.42700000000000005,0.38472,1.0,0.0,-10.203,1.0,0.0,227.09099999999998,0.833,0.16824,100.145,1.0,4.0,0.752,hip-hop
0.210589,0.405597,222.24934,0.032,2.3404599999999998,0.374,0.5344300000000001,0.0,0.256241,9.0,0.36,-19.547,0.0,0.401,222.24900000000002,0.97,0.08755,65.64,1.0,4.0,0.0,blues
0.21204499999999998,0.43796499999999994,212.13995,0.325,1.2364899999999999,0.3,0.5158699999999999,0.0,0.6523680000000001,0.0,0.431,-4.727,0.0,0.7829999999999999,212.14,0.34,0.27405,86.09200000000001,1.0,3.0,1.0,classical
0.21204499999999998,0.43486,287.92118,0.11800000000000001,4.35895,0.648,0.25732,3.193,0.626958,1.0,0.502,-10.166,0.0,0.619,274.82599999999996,0.18100000000000002,0.25732,87.01299999999999,1.0,7.0,0.961,classical
0.21204499999999998,0.43796499999999994,404.45342,0.018000000000000002,0.71503,0.16899999999999998,0.25813,0.0,0.6523680000000001,2.0,0.273,-10.899000000000001,0.0,0.444,391.755,0.8190000000000001,0.02968,131.509,1.0,4.0,0.7120000000000001,classical
0.21204499999999998,0.373012,217.02485,0.757,1.17018,0.42700000000000005,0.5193800000000001,0.0,0.638472,11.0,0.41100000000000003,-63.933358,-13.578,0.0,0.5379999999999999,217.025,0.386,0.29606,89.16799999999999,1.0,4.0,classical
0.21204499999999998,0.291271,499.51302000000004,0.185,0.25587,0.493,0.25587,0.47700000000000004,0.320855,2.0,0.639,6.1427,-15.872,0.0,0.721,486.11,0.65,0.25587,92.92399999999999,1.0,4.0,classical
0.21204499999999998,0.405597,240.40444,0.087,0.9168799999999999,0.754,0.4241,0.306,0.425724,7.0,0.6459999999999999,-17.271,1.0,0.7659999999999999,232.96599999999998,0.313,0.4241,123.78399999999999,1.0,3.0,1.0,classical
0.21204499999999998,0.333015,99.97015999999999,0.872,0.2159,0.872,0.2159,0.368,0.44467799999999996,10.0,0.001,50.3758,-4.13689,-16.333,1.0,0.065,99.97,0.139,0.2159,71.22800000000001,1.0,classical
0.21204499999999998,0.333015,47.51628,0.903,0.69621,0.903,0.69621,0.36200000000000004,0.44467799999999996,7.0,0.21,50.3758,-4.13689,-19.995,1.0,0.505,47.516000000000005,0.09699999999999999,0.19219,61.409,1.0,classical
0.21204499999999998,0.33109,145.31873000000002,0.107,1.23046,0.904,0.24578000000000003,0.24,0.416141,5.0,0.57,-74.00712,-24.705,1.0,0.502,139.424,0.7290000000000001,0.24578000000000003,122.887,1.0,3.0,classical
0.21204499999999998,0.315919,124.682,0.096,0.91966,0.66,0.14619000000000001,0.113,0.435105,2.0,0.047,-25.416,1.0,0.313,113.586,0.39899999999999997,0.14619000000000001,150.08100000000002,0.920206,3.0,0.9540000000000001,classical
0.21204499999999998,0.18721300000000002,134.97423999999998,0.0,1.16382,0.924,0.28724,7.843,0.374025,10.0,0.452,-6.223,0.0,0.364,119.26899999999999,1.0,0.06809,136.984,0.9645879999999999,4.0,0.8759999999999999,classical
0.21204499999999998,0.412116,262.94812,0.017,0.5210600000000001,0.063,0.5210600000000001,0.555,0.6134649999999999,7.0,0.8759999999999999,-25.369,0.0,0.792,243.02599999999998,0.063,0.5210600000000001,162.487,0.833441,4.0,0.589,classical
0.21204499999999998,0.46102299999999996,243.98322000000002,0.114,1.01789,0.312,1.01789,0.0,0.60426,11.0,0.6940000000000001,-63.933358,-17.127,1.0,0.627,234.887,0.552,0.73521,104.098,1.0,3.0,country
0.21204499999999998,0.507962,229.66812000000002,0.021,0.24331,0.826,0.24331,0.218,0.621825,2.0,0.946,-7.2620000000000005,1.0,0.5720000000000001,229.668,0.27,0.07533,119.27,1.0,5.0,1.0,pop
0.21204499999999998,0.426009,162.35057,0.001,0.42133999999999994,0.992,0.42133999999999994,0.16399999999999998,0.595645,1.0,0.625,-63.933358,-17.422,1.0,0.425,147.946,1.0,0.2102,146.474,0.962247,4.0,pop
0.21204499999999998,0.313867,267.31057000000004,0.015,0.51915,0.406,0.17094,0.0,0.455372,7.0,0.86,-3.545,1.0,0.652,267.311,0.251,0.17094,170.003,1.0,4.0,0.7509999999999999,pop
0.21204499999999998,0.313867,233.03791,0.19899999999999998,0.67138,0.93,0.1987,2.7569999999999997,0.455372,5.0,0.276,-4.329,1.0,0.318,219.97400000000002,0.14400000000000002,0.1987,131.059,1.0,4.0,0.0,pop
0.21204499999999998,0.289597,351.65995,0.057,0.78357,0.8540000000000001,0.28043,0.0,0.48605699999999996,6.0,0.175,-7.385,1.0,0.318,339.9,0.32899999999999996,0.28043,121.95,0.9915799999999999,4.0,0.6559999999999999,pop
0.21204499999999998,0.361992,272.14322000000004,0.0,1.53564,0.914,0.52089,0.978,0.611726,9.0,0.7829999999999999,-9.158999999999999,0.0,0.325,260.777,0.581,0.2672,118.834,0.9028940000000001,4.0,0.8740000000000001,pop
0.21204499999999998,0.37437800000000004,396.77342000000004,0.032,0.43656999999999996,0.821,0.43656999999999996,4.493,0.47782299999999994,1.0,0.522,43.32618,-79.79854,-6.9239999999999995,1.0,0.41700000000000004,382.973,1.0,0.23363,149.988,1.0,pop
0.21204499999999998,0.31998000000000004,229.53751,0.248,2.3723799999999997,0.33899999999999997,0.08699,0.0,0.422387,0.0,0.0,-11.957,1.0,0.0,219.77700000000002,0.23399999999999999,0.08699,163.725,1.0,7.0,0.365,pop
0.21204499999999998,0.371935,377.62567,0.319,0.22105,0.8440000000000001,0.22105,0.0,0.5694819999999999,11.0,0.083,-5.98,1.0,0.33899999999999997,358.905,0.594,0.22105,128.007,0.9359639999999999,3.0,0.133,pop
0.21204499999999998,0.221883,465.99791,0.7879999999999999,1.33182,0.742,0.42937,0.0,0.39305,1.0,0.584,-8.744,1.0,0.401,461.108,0.5529999999999999,0.20234000000000002,133.0,1.0,4.0,0.0,pop
0.21204499999999998,0.350804,297.66485,0.153,2.51759,0.0,0.62022,0.084,0.45360100000000003,4.0,0.8740000000000001,-6.066,0.0,0.61,293.744,0.473,0.11469000000000001,87.999,0.902797,4.0,1.0,pop
0.21204499999999998,0.448453,312.76363,0.344,0.95363,0.907,0.17047,0.297,0.607734,8.0,0.465,-3.319,0.0,0.462,308.22700000000003,0.5589999999999999,0.17047,153.55100000000002,1.0,4.0,0.34299999999999997,pop
0.21204499999999998,0.386427,355.39546,0.308,0.042210000000000004,0.82,0.042210000000000004,10.966,0.560195,7.0,0.774,-9.3,0.0,0.518,351.74699999999996,0.785,0.042210000000000004,133.015,0.93074,4.0,0.0,pop
0.21204499999999998,0.378387,91.21914,0.022000000000000002,0.90774,0.539,0.45529,0.444,0.478084,8.0,0.053,-26.631,0.0,0.397,78.541,0.23600000000000002,0.45529,131.487,1.0,4.0,0.016,pop
0.21204499999999998,0.405597,338.44199999999995,0.048,1.3357,0.28600000000000003,0.44123999999999997,0.0,0.332331,11.0,0.635,-4.045,0.0,0.532,335.85900000000004,0.6890000000000001,0.214,133.983,1.0,4.0,0.937,hip-hop
0.21204499999999998,0.41544200000000003,270.36689,0.168,1.6381700000000001,0.774,0.59583,0.299,0.7011189999999999,1.0,0.882,-84.39111,-7.247999999999999,1.0,0.8270000000000001,267.505,0.363,0.33751,116.03200000000001,1.0,4.0,hip-hop
0.21204499999999998,0.356835,267.88526,0.369,1.3038399999999999,0.792,0.05293,0.0,0.502289,1.0,0.355,-8.602,1.0,0.396,253.88099999999997,1.0,0.05293,95.954,1.0,4.0,1.0,hip-hop
0.21204499999999998,0.3635,158.45832,0.027000000000000003,0.74655,0.601,0.14878,3.8489999999999998,0.636119,2.0,0.0,-9.65,1.0,0.0,154.43,0.08199999999999999,0.14878,95.036,0.898365,4.0,0.478,hip-hop
0.21204499999999998,0.295333,540.49914,0.02,1.65248,0.106,1.25167,10.838,0.09070299999999999,1.0,0.45,-18.464000000000002,1.0,0.47700000000000004,515.831,0.106,1.25167,154.045,0.780342,3.0,0.494,hip-hop
0.21204499999999998,0.27779,180.00933999999998,0.018000000000000002,1.10789,0.902,0.45252,0.845,0.429349,2.0,0.327,-13.512,0.0,0.381,175.421,0.151,0.12318,90.177,0.9842620000000001,4.0,0.8170000000000001,blues
0.21204499999999998,0.420274,295.96689,0.858,0.8864299999999999,0.8009999999999999,0.40931999999999996,0.0,0.491124,7.0,0.529,-7.632000000000001,1.0,0.556,286.691,0.846,0.40931999999999996,125.47,1.0,4.0,0.924,blues
0.21204499999999998,0.399042,100.0224,0.207,1.7802799999999999,0.066,1.35327,6.6579999999999995,0.611801,4.0,0.0,35.48527,-15.417,1.0,0.0,100.022,0.066,1.35327,137.149,0.9090540000000001,3.0,blues
0.21204499999999998,0.399042,53.315459999999995,0.43700000000000006,0.65867,0.397,0.65867,2.026,0.611801,6.0,0.21,35.48527,-23.155,0.0,0.433,53.315,0.171,0.1564,79.685,0.9090540000000001,4.0,blues
0.21204499999999998,0.379223,268.25097999999997,0.026000000000000002,1.06854,1.0,0.5081399999999999,0.207,0.510993,4.0,0.0,-74.17418,-9.022,0.0,0.11900000000000001,260.064,1.0,0.22794,106.229,0.821501,4.0,pop
0.21204499999999998,0.383845,156.39465,0.018000000000000002,0.36968,0.877,0.36968,0.467,0.256729,0.0,0.0,-75.16237,-11.186,1.0,0.10099999999999999,148.637,0.98,0.1058,117.04700000000001,0.971617,4.0,pop
0.21204499999999998,0.36290300000000003,126.53669,0.036000000000000004,1.1984299999999999,0.66,0.57528,3.46,0.559991,5.0,0.527,-2.9676099999999996,-8.515,1.0,0.51,122.18299999999999,0.5760000000000001,0.25854,92.59100000000001,0.9105280000000001,4.0,pop
0.21204499999999998,0.11988800000000001,203.02322,0.149,1.3265,0.882,0.29801,0.193,0.251105,7.0,0.644,-18.354,1.0,0.466,197.584,0.75,0.29801,123.765,0.950766,3.0,1.0,pop
0.21204499999999998,0.347007,156.21178999999998,0.282,0.1643,0.0,0.1643,0.568,0.5818840000000001,8.0,0.441,-3.18067,-6.6739999999999995,1.0,0.5870000000000001,156.21200000000002,0.33299999999999996,0.1643,195.02599999999998,0.926847,5.0,pop
0.21204499999999998,0.25540999999999997,216.58077000000003,0.017,0.9851200000000001,0.171,0.48649,0.0,0.424203,2.0,0.254,-119.27023,-7.192,1.0,0.569,201.87400000000002,0.41100000000000003,0.15098,122.015,0.889059,4.0,pop
0.21204499999999998,0.279829,280.55465,1.0,0.45009,1.0,0.45009,0.078,0.354905,9.0,0.106,-7.597,1.0,0.138,276.91,0.584,0.18556,118.13600000000001,1.0,1.0,0.0,blues
0.21204499999999998,0.44086800000000004,280.11057,0.217,0.42713999999999996,1.0,0.04086,0.165,0.523962,5.0,0.397,37.157357,-63.933358,-8.882,1.0,0.376,268.08,0.82,0.04086,154.548,1.0,blues
0.21204499999999998,0.37772,291.91791,0.009000000000000001,0.9320700000000001,0.0,0.42467,6.872999999999999,0.613598,9.0,0.7759999999999999,-74.00712,-13.75,1.0,0.54,285.925,0.035,0.17097,103.258,0.975439,4.0,blues
0.21204499999999998,0.316725,221.64853,0.013999999999999999,1.16698,1.0,0.23959,0.18899999999999997,0.47224799999999995,7.0,0.5720000000000001,-6.246,1.0,0.6,213.171,1.0,0.23959,132.023,0.9271889999999999,4.0,1.0,blues
0.21204499999999998,0.316725,261.642,0.04,0.41853,1.0,0.04313,0.212,0.47224799999999995,1.0,0.424,-7.164,0.0,0.507,252.825,0.629,0.04313,159.668,0.9271889999999999,4.0,0.0,blues
0.21204499999999998,0.428842,422.24280999999996,0.013999999999999999,0.9963299999999999,0.833,0.03254,0.0,0.61743,11.0,0.188,-84.39111,-10.412,0.0,0.336,383.344,1.0,0.03254,123.984,0.985922,4.0,blues
0.21204499999999998,0.382546,234.57914,0.102,1.70344,0.752,0.29509,0.223,0.588812,5.0,0.002,-63.933358,-14.206,1.0,0.285,220.77,0.55,0.29509,42.106,0.90559,4.0,blues
0.21204499999999998,0.382546,150.17751,0.831,0.8814799999999999,1.0,0.18048,0.28800000000000003,0.588812,9.0,0.0,-63.933358,-22.083000000000002,0.0,0.0,134.513,0.22899999999999998,0.18048,88.49,0.90559,4.0,blues
0.21204499999999998,0.336646,221.96200000000002,0.188,1.84875,0.445,0.47448,0.0,0.496129,10.0,0.48200000000000004,-93.13913000000001,-11.335999999999999,0.0,0.40399999999999997,216.49099999999999,0.39299999999999996,0.47448,87.23100000000001,1.0,3.0,blues
0.21204499999999998,0.405597,220.1073,0.08,0.55495,0.0,0.55495,0.222,0.259375,9.0,0.513,-8.896,0.0,0.455,212.805,0.294,0.12497,104.624,1.0,4.0,0.419,blues
0.21204499999999998,0.405597,165.04118,0.009000000000000001,0.2715,1.0,0.2715,0.183,0.259375,7.0,0.07,-11.647,1.0,0.667,152.654,1.0,0.2715,80.242,0.853826,4.0,0.0,rock
0.21204499999999998,0.405597,129.12281000000002,0.33299999999999996,0.6678,1.0,0.06257,0.363,0.26757600000000004,9.0,0.716,-79.14284,-13.404000000000002,1.0,0.6459999999999999,119.74,0.485,0.06257,98.015,1.0,4.0,rock
0.21204499999999998,0.358435,302.2624,0.096,1.04366,0.447,0.30021,0.0,0.562615,7.0,1.0,-7.657,1.0,0.982,294.551,0.22,0.11135,163.773,1.0,4.0,0.08199999999999999,rock
0.21204499999999998,0.503152,221.12607999999997,0.732,0.5421199999999999,0.732,0.5421199999999999,0.0,0.670615,7.0,1.0,-63.933358,-21.978,1.0,0.851,211.30200000000002,0.43,0.17983,70.331,0.9896219999999999,1.0,rock
0.21204499999999998,0.365951,229.95546000000002,0.068,0.13876,0.773,0.13876,0.13,0.596896,9.0,0.7609999999999999,-8.042,1.0,0.618,225.53,0.765,0.13876,158.113,0.9527639999999999,4.0,0.484,rock
0.21204499999999998,0.387114,216.21506000000002,0.009000000000000001,1.4043,1.0,0.4598,0.177,0.595812,0.0,0.9420000000000001,-10.172,1.0,0.897,203.558,0.835,0.2228,127.601,0.938731,4.0,0.985,rock
0.21204499999999998,0.326517,267.38892999999996,0.02,0.89402,0.877,0.08988,0.0,0.46410200000000007,1.0,1.0,-7.604,1.0,0.8290000000000001,258.79200000000003,1.0,0.08988,74.068,1.0,4.0,0.574,rock
0.21204499999999998,0.35980700000000004,218.61832,0.35100000000000003,0.24211,0.0,0.24211,1.147,0.553194,6.0,0.518,-5.025,1.0,0.716,211.94,0.455,0.05043,157.909,1.0,4.0,0.6859999999999999,rock
0.21204499999999998,0.448669,184.65913999999998,0.0,0.28904,0.0,0.28904,1.315,0.582805,0.0,0.19399999999999998,-92.58685,-11.537,1.0,0.406,170.237,0.595,0.28904,119.963,1.0,1.0,rock
0.212167,0.36096100000000003,298.762,0.037000000000000005,0.59682,1.0,0.22193000000000002,0.171,0.563353,5.0,0.325,-8.149,1.0,0.419,277.73400000000004,1.0,0.035410000000000004,159.986,0.97091,4.0,0.248,pop
0.212829,0.31264000000000003,285.88363,0.317,0.42663999999999996,0.821,0.42663999999999996,0.18899999999999997,0.440805,6.0,0.249,-118.24531999999999,-6.604,1.0,0.322,278.901,0.486,0.19895,130.023,0.98998,4.0,hip-hop
0.21425300000000003,0.266275,38.3473,0.13699999999999998,1.2113399999999999,0.503,0.62753,0.0,0.400434,9.0,0.054000000000000006,-16.006,0.0,0.33399999999999996,38.347,0.34299999999999997,0.33773000000000003,107.177,0.9427549999999999,7.0,0.545,pop
0.214864,0.399186,118.38649,0.249,0.28555,0.9,0.28555,0.43799999999999994,0.5966020000000001,9.0,0.067,-10.285,1.0,0.42100000000000004,110.01,0.6970000000000001,0.11116,173.581,0.8466950000000001,4.0,0.004,rock
0.21508000000000002,0.566912,113.97178999999998,1.0,0.16135,1.0,0.16135,0.369,0.6693720000000001,3.0,0.18899999999999997,-84.10599,-9.67,1.0,0.39799999999999996,110.428,0.773,0.16135,117.696,0.9370950000000001,1.0,classical
0.21508000000000002,0.332867,125.36118,0.7170000000000001,0.46976999999999997,0.7170000000000001,0.46976999999999997,2.0380000000000003,0.495519,4.0,0.937,-63.933358,-12.892000000000001,1.0,0.7859999999999999,117.383,0.9129999999999999,0.15638,120.92,0.960593,1.0,classical
0.21508000000000002,0.33899999999999997,191.73832,0.335,0.04829,0.163,0.04829,0.0,0.5153449999999999,11.0,0.509,-5.53,0.0,0.456,180.222,1.0,0.04829,112.19200000000001,1.0,4.0,0.0,classical
0.21508000000000002,0.43773599999999996,194.61178999999998,0.426,0.35094000000000003,0.94,0.35094000000000003,0.386,0.597703,0.0,0.063,-58.373540000000006,-7.683,0.0,0.299,184.662,0.415,0.35094000000000003,110.178,0.914034,4.0,classical
0.21508000000000002,0.454542,189.85751000000002,0.698,0.14081,0.698,0.14081,0.11900000000000001,0.612953,2.0,0.155,2.34121,-8.669,1.0,0.32299999999999995,186.845,0.8079999999999999,0.14081,122.82600000000001,1.0,1.0,classical
0.21508000000000002,0.454542,189.36118000000002,0.773,0.67842,0.0,0.17184000000000002,3.529,0.612953,4.0,0.568,2.34121,-9.774,1.0,0.532,185.452,0.105,0.17184000000000002,112.78,1.0,4.0,classical
0.21508000000000002,0.449254,434.49424000000005,0.215,2.4086,0.546,1.92232,6.728,0.617421,7.0,0.39399999999999996,2.34121,-10.787,1.0,0.521,434.494,0.141,1.92232,150.407,1.0,4.0,classical
0.21508000000000002,0.132946,254.17098,0.319,0.44282,0.561,0.44282,7.947,0.51649,0.0,0.53,-6.632000000000001,0.0,0.39799999999999996,241.708,1.0,0.21115,129.983,1.0,4.0,0.742,classical
0.21508000000000002,0.372776,225.14892999999998,0.281,2.79098,0.071,1.99784,2.49,0.612804,5.0,0.371,12.49576,-25.349,0.0,0.49,214.338,0.071,1.99784,79.26100000000001,1.0,5.0,classical
0.21508000000000002,0.49635100000000004,267.65016,0.043,0.62846,0.0,0.13239,0.195,0.7708729999999999,2.0,0.563,144.96715,-8.525,1.0,0.665,256.342,0.659,0.13239,139.018,1.0,5.0,classical
0.21508000000000002,0.497305,223.89506,0.231,0.84754,1.0,0.23865999999999998,0.20600000000000002,0.675003,2.0,0.0,-6.82,1.0,0.0,219.487,1.0,0.23865999999999998,98.01,1.0,4.0,1.0,country
0.21508000000000002,0.628246,198.42567,0.055999999999999994,2.20538,0.9620000000000001,1.17937,1.127,0.6148710000000001,4.0,0.002,-63.933358,-7.957999999999999,0.0,0.063,187.35,0.5,1.17937,175.954,0.93935,7.0,country
0.21508000000000002,0.46251499999999995,256.39137999999997,0.01,1.29656,0.062,0.83472,0.413,0.62071,0.0,0.39899999999999997,-12.102,1.0,0.5489999999999999,251.048,0.062,0.83472,120.16799999999999,1.0,4.0,0.575,country
0.21508000000000002,0.496224,212.37506000000002,0.217,0.59737,0.853,0.59737,0.32,0.732394,4.0,0.38299999999999995,-97.49553,-8.402999999999999,1.0,0.49700000000000005,201.149,0.7,0.37878,136.908,1.0,4.0,country
0.21508000000000002,0.496224,183.06566999999998,0.046,0.96316,0.597,0.53387,0.0,0.732394,7.0,0.027000000000000003,-97.49553,-17.312,0.0,0.389,169.378,0.298,0.31976,138.094,1.0,4.0,country
0.21508000000000002,0.354593,244.92362999999997,0.12300000000000001,0.64949,1.0,0.18473,0.374,0.515989,0.0,1.0,-4.071000000000001,1.0,0.887,233.123,0.534,0.18473,130.98,1.0,4.0,0.428,country
0.21508000000000002,0.543226,187.53261,0.011000000000000001,1.95392,0.961,0.7014100000000001,0.255,0.787878,5.0,0.731,-63.933358,-12.324000000000002,1.0,0.639,177.673,0.636,0.28986999999999996,95.781,1.0,4.0,country
0.21508000000000002,0.543226,211.40852999999998,0.031,0.36717,1.0,0.36717,0.218,0.787878,10.0,0.89,-63.933358,-14.172,0.0,0.897,200.046,0.732,0.36717,95.655,1.0,4.0,country
